Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
15.6,2,0.10520844800000001,170.5764,1987,1,3,1,4466.1864,3
9.8,2,0.14118383,50.5008,2009,3,3,4,253.00400000000002,3
11.1,3,0.13569283099999999,220.0482,2009,3,3,4,2628.5784,3
12.6,3,0.11634708699999999,76.867,1985,3,3,3,2526.7110000000002,3
11.8,3,0.12150063,46.8402,1987,1,3,1,413.4618,3
7.72,2,0.088864488,119.3466,2007,3,2,1,3064.0116,3
12.6,3,0.070912843,121.5098,1985,3,3,3,2410.196,3
19.6,2,0.041571557,49.9376,1997,2,1,1,623.1888,3
6.425,3,0.09345489900000001,175.3712,1997,2,1,1,2988.1104,3
20.85,3,0.021329793,105.5306,1997,2,1,1,940.7754,3
18.0,1,0.07929947400000001,170.5422,1998,3,3,2,344.8844,2
7.05,3,0.08513833400000001,108.6912,2002,3,2,1,1310.2944,3
16.25,3,0.08717513699999999,98.34100000000001,1997,2,1,1,1351.5739999999998,3
20.7,3,0.093214498,74.667,2007,3,2,1,2143.876,1
5.44,3,0.025458716,241.2538,1987,1,3,1,3124.5994,3
20.5,1,0.032741422,40.4822,1987,1,3,1,589.2330000000001,2
12.35,2,0.038560278999999996,109.85700000000001,1999,3,1,1,1208.427,3
12.6,3,0.130544568,248.046,1985,3,3,3,7883.071999999999,3
4.61,3,0.122629121,175.4396,2004,2,2,1,2616.594,1
8.275,1,0.110913601,106.3306,2007,3,2,1,1254.3672,2
12.6,3,0.121635591,175.4738,1985,3,3,3,2954.1546,3
8.27,2,0.128449055,186.5924,2009,3,3,4,4442.2176,1
7.905,3,0.055098434,109.2254,2002,3,2,1,976.7286,3
16.2,1,0.07048184085069421,182.1608,1999,3,1,1,3123.9336,2
12.6,3,0.07048184085069421,258.3988,1985,2,1,2,256.9988,3
13.6,1,0.010013429,176.437,2002,3,2,1,4587.362,2
9.395,1,0.040187877000000004,85.6908,2007,3,2,1,1593.9252,2
7.35,2,0.024044278999999998,241.0512,1998,3,3,2,242.3512,3
15.35,3,0.014007727,38.319,1987,1,3,1,292.952,3
14.5,2,0.041214746000000003,42.0454,1987,1,3,1,629.181,3
12.6,2,0.031663212,173.2764,2009,3,3,4,1030.6584,3
10.8,2,0.07048184085069421,39.3138,1987,1,3,1,1015.345,3
18.85,3,0.042716162,257.83299999999997,1999,3,1,1,3332.329,3
12.15,1,0.06479182,254.00400000000002,2002,3,2,1,2277.036,2
11.6,2,0.009761175,226.9404,2004,2,2,1,1800.3232,3
15.3,1,0.02295878,101.6332,1987,1,3,1,1845.5976,2
20.35,2,0.030927632000000004,256.8672,1997,2,1,1,3579.3408,3
14.5,3,0.103752817,155.1998,1998,3,3,2,307.5996,1
6.89,2,0.136428395,193.982,1997,2,1,1,1737.7379999999998,3
14.6,2,0.071904258,106.8254,1998,3,3,2,108.5254,3
16.85,2,0.026627857,93.712,2009,3,3,4,745.696,3
8.93,3,0.028393624,153.434,1987,1,3,1,1378.2060000000001,1
8.31,2,0.116331694,176.9028,2007,3,2,1,3010.7476,3
19.0,3,0.112893408,131.0626,1998,3,3,2,524.6504,3
12.6,2,0.017937483,103.499,1985,3,3,3,1547.985,3
12.6,2,0.164438907,188.4214,1985,2,1,2,376.8428,3
5.19,2,0.044252621,102.59899999999999,1997,2,1,1,1651.184,3
17.0,3,0.12006027400000001,246.5434,2007,3,2,1,4470.1812,3
11.65,2,0.010909704,110.8544,1987,1,3,1,1677.816,3
20.25,1,0.059055045,247.34599999999998,2002,3,2,1,1970.7679999999998,2
10.0,1,0.149223055,145.8102,1998,3,3,2,874.8612,2
12.6,2,0.084404264,49.5376,1985,2,1,2,143.8128,3
11.1,2,0.054079555999999994,165.9526,2007,3,2,1,2631.2416,3
11.8,2,0.057655492999999995,152.6366,2009,3,3,4,1662.5026,3
9.695,2,0.030413777000000003,221.3114,2009,3,3,4,2217.114,3
13.65,3,0.049496899000000004,151.505,2007,3,2,1,2846.295,3
17.75,2,0.029653914,140.5838,1997,2,1,1,2669.1922,3
11.3,1,0.047912070999999994,179.86599999999999,2009,3,3,4,1258.362,2
12.6,3,0.066611321,178.237,1985,3,3,3,3705.177,3
19.35,3,0.016611475,122.0098,1997,2,1,1,2651.2156,3
6.905,2,0.03822479,99.8726,2002,3,2,1,587.2356,3
13.5,2,0.12901648699999999,98.4068,1999,3,1,1,1846.9292,3
16.85,2,0.080141165,111.4544,2007,3,2,1,2013.3792,3
20.6,2,0.0480335,188.2556,2002,3,2,1,3755.112,3
6.175,2,0.17935589300000002,94.1752,1999,3,1,1,575.2512,3
18.5,2,0.06251052900000001,146.8418,2009,3,3,4,2059.9852,3
13.35,3,0.038519398999999996,236.8564,2004,2,2,1,5005.4844,3
12.6,1,0.047827139000000005,105.3622,1985,3,3,3,3387.5904,2
8.115,2,0.032208865,154.9972,1999,3,1,1,3739.1328,3
15.85,3,0.078874948,37.4506,2009,3,3,4,303.6048,3
12.6,2,0.097275777,223.9088,1985,2,1,2,223.7088,3
16.35,3,0.020664178000000002,50.8324,2007,3,2,1,1298.31,3
21.35,3,0.078060605,96.0094,2009,3,3,4,380.8376,3
12.15,3,0.131714183,245.84599999999998,2009,3,3,4,4434.228,3
16.6,3,0.135944247,172.0422,1999,3,1,1,2586.633,1
11.6,2,0.077478931,170.3106,2009,3,3,4,4277.765,3
20.6,2,0.046114018,178.2344,2002,3,2,1,1070.6064,3
12.6,2,0.161030847,251.2408,1985,2,1,2,1001.3632,3
20.1,2,0.054455495,149.5366,1997,2,1,1,2871.5954,3
13.65,2,0.07048184085069421,186.024,2009,3,3,4,4287.752,3
13.3,3,0.080257683,232.63,2007,3,2,1,1864.24,3
12.6,1,0.059037538,237.7248,1985,3,3,3,2607.2728,2
12.6,3,0.094916347,172.3106,1985,3,3,3,4277.765,1
16.35,3,0.034393057000000005,50.8324,1998,3,3,2,155.7972,3
5.32,1,0.09326167699999999,100.9674,2009,3,3,4,1222.4088,2
15.0,2,0.16143544,185.1266,1997,2,1,1,2766.3990000000003,3
8.27,2,0.089479661,148.6708,1987,1,3,1,2106.5912,3
12.6,3,0.008722342,123.5414,1985,3,3,3,4508.1318,3
13.1,3,0.020988798,117.7782,2007,3,2,1,1191.782,3
12.5,3,0.081260969,221.7798,1999,3,1,1,3085.3172,3
19.1,3,0.045308130999999995,42.5138,1997,2,1,1,649.8208,1
11.3,1,0.06705851,194.0478,2007,3,2,1,3293.7126,2
13.65,3,0.035930784,184.4924,1987,1,3,1,9069.5276,3
12.6,1,0.018813776,235.25900000000001,1985,3,3,3,5672.616,2
12.6,1,0.032099989,164.1526,1985,3,3,3,2960.1468,2
18.85,2,0.06823032,121.044,2009,3,3,4,1557.9720000000002,3
5.59,2,0.056592115,65.0168,2004,2,2,1,447.4176,3
18.6,1,0.012643035,119.8414,1987,1,3,1,365.5242,2
9.31,3,0.06352904599999999,63.751000000000005,1998,3,3,2,126.50200000000001,3
6.17,3,0.010630948999999999,65.9826,1997,2,1,1,1162.4868,3
5.175,2,0.029490377,107.6622,2004,2,2,1,2858.2794,3
12.6,1,0.12998368800000001,93.0462,1985,2,1,2,185.0924,2
19.2,2,0.094300933,187.5214,2009,3,3,4,1695.7926,3
12.85,2,0.152001201,252.3382,1987,1,3,1,6056.1168,3
16.25,1,0.039113587000000005,116.0176,1987,1,3,1,1488.7288,2
6.13,1,0.02848169,110.4912,2007,3,2,1,1310.2944,2
12.3,1,0.05271592,189.653,2009,3,3,4,569.259,2
12.6,1,0.182493512,258.8278,1985,2,1,2,1041.3112,2
10.1,1,0.050562853,153.3656,1998,3,3,2,463.3968,2
11.15,1,0.07366703,66.2142,2009,3,3,4,131.8284,2
19.35,3,0.03322326,172.0738,2009,3,3,4,3301.7022,3
17.25,3,0.037396492,165.6526,2007,3,2,1,1808.9786,1
19.85,3,0.054015429000000004,196.3768,2004,2,2,1,4138.6128,3
9.5,2,0.02210346,194.7452,2002,3,2,1,1370.2164,3
9.395,3,0.09927469400000001,104.52799999999999,1999,3,1,1,852.2239999999999,3
4.59,3,0.070721656,113.286,1987,1,3,1,1471.418,1
5.98,3,0.043554614000000005,148.2418,2004,2,2,1,2354.2688,3
6.46,2,0.04923932,144.4102,1999,3,1,1,4374.306,3
7.02,3,0.08114883,146.8734,2004,2,2,1,3563.3616,3
8.52,3,0.027054243999999998,151.5682,2004,2,2,1,3506.7686,1
12.6,2,0.036773101,250.3092,1998,3,3,2,249.0092,3
5.94,2,0.049163320999999996,186.4556,1998,3,3,2,563.2668,3
16.25,3,0.078168739,91.3804,1997,2,1,1,1653.8472,3
10.695,3,0.05337973,56.7904,1999,3,1,1,1113.2176,3
5.88,2,0.030418998,103.09899999999999,2007,3,2,1,1341.5870000000002,3
9.3,3,0.11167358699999999,65.7826,2009,3,3,4,968.7389999999999,3
19.5,2,0.027341529,158.292,2004,2,2,1,3994.8,3
5.82,2,0.077634044,256.433,2009,3,3,4,3844.995,3
8.68,3,0.008835694,96.5384,1997,2,1,1,1182.4608,3
15.7,1,0.055990291,153.2024,1997,2,1,1,3795.06,2
12.6,2,0.00799548,78.5618,1985,3,3,3,2255.7304,3
12.8,3,0.076369874,97.241,2009,3,3,4,1448.115,3
15.1,3,0.095351065,158.6604,2002,3,2,1,2535.3664,3
7.31,3,0.026783871,108.15700000000001,2004,2,2,1,1098.57,3
12.6,3,0.01520491,197.2084,1985,3,3,3,4166.5764,3
12.35,3,0.099757833,113.9518,1997,2,1,1,910.8144,3
16.6,3,0.07048184085069421,117.3124,1987,1,3,1,2014.7108,3
14.35,2,0.09089645199999999,231.2984,2004,2,2,1,6024.1584,3
7.075,3,0.022602061,98.1068,1999,3,1,1,1458.102,3
18.25,3,0.044250304000000004,174.708,1997,2,1,1,2423.512,1
13.1,3,0.075885921,165.1158,2009,3,3,4,1504.0422,3
7.68,1,0.15317794099999998,85.2224,2009,3,3,4,1278.336,2
19.7,2,0.07048184085069421,197.91099999999997,2002,3,2,1,1767.6989999999998,3
8.52,3,0.027114238,151.9682,2002,3,2,1,1677.1502,1
17.75,2,0.049634572,140.2838,1998,3,3,2,280.9676,3
12.6,2,0.07048184085069421,112.2544,1985,3,3,3,3914.9040000000005,3
5.785,2,0.040587146,180.36599999999999,2007,3,2,1,1258.362,3
5.945,1,0.093008616,127.8652,2004,2,2,1,2195.8084,2
18.25,2,0.17179432,154.66299999999998,2007,3,2,1,2659.8709999999996,3
8.68,3,0.008828341,99.9384,1987,1,3,1,689.7688,3
11.65,3,0.033858187000000005,113.38600000000001,1997,2,1,1,2603.278,3
19.25,2,0.034841089,141.1496,2009,3,3,4,282.2992,3
16.2,1,0.08425957,192.3162,1998,3,3,2,769.6648,2
13.0,2,0.083444376,195.8426,1987,1,3,1,4152.5946,3
17.75,3,0.030497325,256.9672,2002,3,2,1,1534.0032,3
12.15,3,0.13117981199999998,245.24599999999998,1997,2,1,1,3202.498,3
6.32,3,0.012737719,38.5822,1999,3,1,1,353.5398,3
17.25,2,0.159165324,63.4194,2004,2,2,1,1547.985,3
7.72,3,0.12201574400000001,121.744,2009,3,3,4,2277.036,3
18.85,2,0.068091318,120.64399999999999,2002,3,2,1,3475.4759999999997,3
19.7,3,0.067314073,175.137,2007,3,2,1,2822.992,3
14.5,2,0.041249072000000005,40.5454,1997,2,1,1,1216.4166,3
17.7,3,0.174340475,116.6834,2004,2,2,1,3570.6854,3
15.7,2,0.11454343,113.7202,2004,2,2,1,3263.0858,3
9.695,3,0.029693277,159.792,2009,3,3,4,2716.4640000000004,3
11.8,2,0.107057186,224.1772,1997,2,1,1,3558.0352,3
12.6,3,0.009921107,183.6924,1985,2,1,2,555.2772,3
12.6,1,0.031583053,260.991,1985,3,3,3,7100.757,2
15.2,1,0.097043739,116.8492,2004,2,2,1,2664.5316,2
8.77,2,0.046762633,170.8422,2004,2,2,1,1724.422,3
19.7,3,0.064909488,88.5198,2004,2,2,1,1308.297,3
10.5,1,0.011305478999999998,235.5248,1999,3,1,1,4740.496,2
15.1,2,0.07048184085069421,146.2786,1998,3,3,2,433.4358,3
5.405,2,0.053576661,200.5742,1987,1,3,1,2388.8904,3
20.35,2,0.150947728,81.0276,1987,1,3,1,1868.2348,3
12.6,3,0.10818157,149.605,1985,2,1,2,449.415,3
5.785,2,0.038749536,262.0252,2004,2,2,1,4459.5284,3
11.8,3,0.113790879,185.3924,2009,3,3,4,370.1848,1
12.6,3,0.065313024,47.1402,1985,3,3,3,1516.0266,3
12.5,3,0.07048184085069421,127.102,2007,3,2,1,253.00400000000002,3
6.11,2,0.152813518,45.6086,2007,3,2,1,1025.9978,1
7.105,1,0.044771473,58.2562,1987,1,3,1,592.562,2
8.5,3,0.09808323099999999,50.3324,2002,3,2,1,675.1212,3
16.7,2,0.06121901,100.0384,2007,3,2,1,1970.7679999999998,3
17.1,2,0.047073322,138.6838,2007,3,2,1,2950.1598,3
8.325,3,0.029953313999999998,39.5138,2007,3,2,1,568.5932,3
15.85,3,0.07048184085069421,55.1956,1987,1,3,1,1255.6988,3
12.6,1,0.040520754,153.934,1985,2,1,2,153.134,2
12.6,3,0.052554508,190.3504,1985,3,3,3,1917.504,3
12.15,3,0.018514652,252.7698,2007,3,2,1,5834.4054,3
15.85,3,0.07871426,37.2506,2002,3,2,1,493.3578,3
17.1,3,0.054197299000000004,83.5566,2004,2,2,1,1860.2452,3
15.5,3,0.103442268,144.847,1997,2,1,1,2433.499,3
14.15,3,0.095360186,172.3106,2004,2,2,1,3251.1014,1
12.6,3,0.053031857,149.1734,1985,3,3,3,4454.202,3
6.865,3,0.013990601,127.6652,2004,2,2,1,2841.6344,1
16.5,2,0.066237024,183.1292,2004,2,2,1,6385.022,3
14.5,1,0.089761211,159.4604,2004,2,2,1,2376.906,2
19.35,2,0.01863822,110.2544,2009,3,3,4,1677.816,3
8.51,1,0.016176344,192.1478,2009,3,3,4,1937.4779999999998,2
6.65,3,0.089196394,147.0734,1998,3,3,2,296.9468,3
7.39,1,0.092782895,252.6066,1997,2,1,1,2259.0594,2
10.895,3,0.0358031,130.3284,1999,3,1,1,2504.7396,3
8.63,2,0.028271345,170.5422,2004,2,2,1,2069.3064,3
7.75,3,0.043238822,92.5436,1997,2,1,1,1701.7848,3
12.15,3,0.037955309,62.8826,1999,3,1,1,710.4086,3
18.25,3,0.08918608300000001,194.3452,2009,3,3,4,4502.1396,3
19.85,3,0.044566659,88.5856,1999,3,1,1,703.0848,3
9.3,3,0.028638276,195.8136,2009,3,3,4,2138.5496,3
12.6,2,0.057762300999999995,237.3564,1985,3,3,3,2145.2076,3
5.98,3,0.075711199,55.6614,2002,3,2,1,331.5684,1
12.6,3,0.027767577,82.1592,1985,2,1,2,412.796,3
7.02,3,0.049865399000000005,82.925,1997,2,1,1,1165.15,1
7.72,3,0.052061483,76.7986,1999,3,1,1,1324.2762,3
5.925,2,0.09638705300000001,45.6086,1987,1,3,1,356.8688,3
9.695,2,0.128176489,224.8404,1987,1,3,1,3600.6464,3
12.6,1,0.064110725,122.3414,1997,2,1,1,243.6828,2
15.6,2,0.035561344,112.1518,1999,3,1,1,1821.6288,3
16.7,2,0.119647957,180.9976,1999,3,1,1,4165.2448,3
18.0,2,0.238831875,88.2514,1998,3,3,2,88.5514,3
12.6,2,0.07567633900000001,190.4846,1985,3,3,3,8789.8916,3
20.85,3,0.021416681,104.6306,2009,3,3,4,1149.8366,3
12.6,1,0.024766802,151.0392,1985,3,3,3,3281.0624,2
18.7,2,0.07069172900000001,230.201,1997,2,1,1,5742.525,3
12.6,2,0.030693309,228.0352,1985,3,3,3,10306.584,3
18.85,3,0.055671582000000004,133.3284,2007,3,2,1,263.6568,3
11.65,3,0.040507228,186.924,2004,2,2,1,2237.0879999999997,3
16.5,1,0.035626319,93.11200000000001,1987,1,3,1,932.12,2
15.6,3,0.143688905,128.1994,2009,3,3,4,2184.4898,3
12.3,2,0.10654288599999999,173.2396,2002,3,2,1,3139.9128,3
12.6,2,0.208662546,231.83,1985,2,1,2,466.06,3
10.65,3,0.024107056,56.6272,2007,3,2,1,447.4176,3
16.2,3,0.104058452,102.499,2007,3,2,1,2063.98,3
10.5,2,0.048403392,48.2376,2009,3,3,4,527.3136,3
12.6,2,0.026391402999999997,92.81200000000001,1985,3,3,3,2609.936,3
7.55,2,0.031007381,123.4072,2002,3,2,1,2082.6224,3
12.6,3,0.150672399,104.728,1985,3,3,3,2450.144,3
13.35,2,0.149598628,179.46599999999998,1999,3,1,1,3775.086,3
16.0,3,0.077290355,44.5086,2007,3,2,1,713.7376,3
12.6,2,0.078758649,103.0016,1985,2,1,2,202.4032,3
16.85,3,0.036359891,90.7488,1987,1,3,1,2263.72,3
8.185,3,0.046747070999999994,49.9692,2007,3,2,1,837.5764,3
19.7,3,0.07048184085069421,125.9362,1999,3,1,1,1635.8706,1
10.8,1,0.041865848,189.7214,1997,2,1,1,5841.0634,2
12.6,2,0.031713126,172.5764,2007,3,2,1,1030.6584,3
16.7,3,0.07044068,216.885,2009,3,3,4,6275.165,3
13.1,3,0.006087409,185.0898,2009,3,3,4,1870.898,3
14.85,2,0.035456465,162.2578,2007,3,2,1,3690.5294,3
12.6,3,0.142107998,150.3734,1985,2,1,2,296.9468,3
13.0,2,0.030064132,58.022,1987,1,3,1,898.83,3
12.1,3,0.029781362999999998,146.9444,1997,2,1,1,1596.5884,1
11.3,3,0.056387854,245.4118,1987,1,3,1,6669.3186,3
10.0,3,0.038653608,245.4144,1987,1,3,1,7105.4176,3
20.6,3,0.083172413,121.0756,2002,3,2,1,1696.4584,3
11.5,2,0.020565921,86.054,2004,2,2,1,1384.864,3
11.8,1,0.008609602,114.8492,2007,3,2,1,1390.1904,2
8.895,3,0.121180705,177.037,1998,3,3,2,176.437,3
9.3,3,0.174703862,104.0964,2002,3,2,1,1788.3388,3
12.6,2,0.12780038800000001,177.037,1985,3,3,3,4587.362,3
19.1,1,0.296713665,171.8422,1998,3,3,2,1034.6532,2
17.85,1,0.018125948,94.9094,2007,3,2,1,761.6752,2
6.445,3,0.029859711,94.1436,2007,3,2,1,1418.154,3
12.65,3,0.116203156,53.5324,1998,3,3,2,415.4592,3
13.15,1,0.09264951,157.8604,2004,2,2,1,3803.0496,2
12.6,3,0.081197035,121.7414,1985,2,1,2,365.5242,3
15.0,3,0.049070182999999996,61.9168,2004,2,2,1,767.0016,1
11.65,3,0.131394793,151.9024,1987,1,3,1,1669.8264,3
20.1,2,0.07048184085069421,152.2366,1998,3,3,2,151.1366,3
17.35,3,0.07048184085069421,102.9016,1997,2,1,1,1922.8304,3
18.1,3,0.022526293,95.0094,2007,3,2,1,1713.7692,3
8.5,3,0.16383895099999998,51.3324,1998,3,3,2,311.5944,3
14.1,3,0.11349714,56.1956,2002,3,2,1,1364.89,3
11.8,2,0.09418548300000001,126.2704,2007,3,2,1,2002.7264,3
6.035,3,0.14113846,155.0998,1987,1,3,1,3691.1952,3
12.6,3,0.164006137,113.2834,1985,2,1,2,575.9169999999999,3
12.5,1,0.17314115,168.4448,1998,3,3,2,170.4448,2
20.85,3,0.039555016,116.8808,2004,2,2,1,820.2656,3
14.0,2,0.037580877,162.6526,1999,3,1,1,4275.7676,3
17.25,3,0.035064318,92.412,1997,2,1,1,1304.968,1
11.5,1,0.017678008000000002,129.2626,2002,3,2,1,1705.1138,2
6.675,3,0.041986639000000006,93.2462,1999,3,1,1,1480.7392,3
5.8,3,0.130955811,90.3172,1997,2,1,1,1338.2579999999998,3
8.895,3,0.026492726,208.4954,2007,3,2,1,6251.861999999999,3
7.67,1,0.185130961,32.9216,1999,3,1,1,588.5672,2
10.895,3,0.026934673,106.12799999999999,2002,3,2,1,319.584,3
8.21,3,0.07048184085069421,148.2392,2002,3,2,1,1491.392,1
8.575,3,0.023866079,107.12799999999999,1987,1,3,1,958.752,1
7.75,3,0.043414959,93.1436,2009,3,3,4,1418.154,3
12.6,3,0.030554947000000002,41.876999999999995,1985,3,3,3,1125.202,1
12.6,3,0.023463124,190.6846,1985,3,3,3,9554.23,1
12.35,2,0.033951827000000004,197.2426,2007,3,2,1,2966.139,3
17.7,3,0.174228338,117.1834,1987,1,3,1,691.1004,3
8.52,3,0.027169588999999997,151.0682,2009,3,3,4,1829.6184,1
18.2,1,0.16306529999999997,43.3086,2004,2,2,1,758.3462,2
12.6,3,0.058444175999999994,73.0696,1985,2,1,2,223.7088,1
16.0,3,0.057049301,225.9404,2004,2,2,1,1350.2424,3
8.63,2,0.032960823,115.0518,1999,3,1,1,1366.2216,3
10.8,2,0.07048184085069421,40.7138,2007,3,2,1,406.13800000000003,3
18.75,3,0.053025370999999995,192.5504,2009,3,3,4,2109.2544,3
5.78,3,0.096306016,161.9552,1987,1,3,1,2111.9176,3
13.8,2,0.014762987,90.7172,2002,3,2,1,1338.2579999999998,3
17.75,2,0.067446626,184.72400000000002,1987,1,3,1,1677.816,3
11.5,2,0.042173667000000005,194.68200000000002,2009,3,3,4,2316.984,3
11.8,1,0.008578539,117.6492,2002,3,2,1,1158.492,2
15.1,1,0.056155909000000004,140.5496,2007,3,2,1,2681.8424,2
12.6,3,0.305305397,116.6834,1985,2,1,2,460.7336,3
8.85,2,0.11257118699999999,122.0388,1987,1,3,1,1609.9044,1
12.6,1,0.083221904,174.5054,2007,3,2,1,2626.5809999999997,2
13.8,2,0.064195136,75.8012,2004,2,2,1,1138.518,3
6.115,2,0.0070552919999999995,188.653,1999,3,1,1,3605.3070000000002,1
17.25,3,0.070703828,170.3764,1998,3,3,2,343.5528,1
12.6,3,0.102941345,142.047,1985,3,3,3,2719.7929999999997,3
6.26,2,0.009887927,150.7366,2002,3,2,1,2418.1856,3
13.5,3,0.101231721,86.25399999999999,1998,3,3,2,173.108,3
19.6,1,0.069112952,90.1514,1998,3,3,2,442.75699999999995,2
12.6,2,0.138846289,263.7884,1985,3,3,3,1324.942,3
11.5,3,0.171050595,126.3704,2004,2,2,1,3880.2824,3
14.65,3,0.07048184085069421,54.9614,1999,3,1,1,552.614,1
8.89,3,0.005496816,102.8016,2009,3,3,4,1012.0160000000001,3
8.02,1,0.033259081,154.2972,1998,3,3,2,1090.5804,2
18.7,2,0.09209592400000001,183.3292,2007,3,2,1,2006.7212,3
7.405,3,0.015295536,89.7146,1999,3,1,1,547.2876,3
5.98,3,0.043526599000000006,148.4418,1987,1,3,1,2354.2688,3
12.6,2,0.049435598,209.7586,1985,3,3,3,5487.5236,3
12.6,3,0.027610698,149.5366,1985,2,1,2,604.5464,3
15.2,1,0.012141036000000001,48.7034,2002,3,2,1,680.4476,2
12.1,3,0.029949818,146.3444,2007,3,2,1,3773.7544,1
12.6,3,0.053939315,52.1008,1985,2,1,2,50.6008,3
9.285,2,0.07048184085069421,161.5578,1997,2,1,1,4653.2762,3
12.6,2,0.073541072,192.282,1985,2,1,2,386.164,3
8.155,3,0.199935881,188.453,1998,3,3,2,379.506,3
9.3,3,0.04303334599999999,89.4172,1999,3,1,1,1159.8236,3
13.85,3,0.034570357,117.4492,1997,2,1,1,3243.7776,1
16.7,2,0.054739692,65.7168,2002,3,2,1,1086.5856,3
11.15,2,0.105471384,105.8648,1999,3,1,1,1973.4312,3
16.7,2,0.042610897,117.2782,2004,2,2,1,715.0692,3
17.0,1,0.126758324,124.5362,2009,3,3,4,1132.5258,2
7.365,3,0.042524835,228.372,1987,1,3,1,4527.44,3
16.5,3,0.07381378799999999,207.2638,2004,2,2,1,5383.6588,3
13.8,3,0.097251621,245.7802,1998,3,3,2,245.6802,1
12.6,3,0.014008751000000002,171.3422,1985,2,1,2,862.211,3
18.7,3,0.02442574,52.9324,1998,3,3,2,51.9324,1
7.905,3,0.010012319,250.4408,1997,2,1,1,3004.0896,3
13.65,2,0.18445404399999998,211.4902,1999,3,1,1,4035.4138,3
17.6,3,0.105042025,163.8868,1999,3,1,1,3111.9492,3
15.5,3,0.053589594000000004,44.177,2009,3,3,4,173.108,1
17.25,2,0.125734578,41.748000000000005,2009,3,3,4,199.74,3
6.89,2,0.136705075,194.882,2002,3,2,1,4440.8859999999995,3
7.81,2,0.03412912,165.1158,2009,3,3,4,1838.2738,3
20.2,1,0.10031931699999999,188.6898,2009,3,3,4,3367.6164,2
12.6,3,0.033737273,56.6614,1985,3,3,3,607.8754,1
10.3,2,0.030569229,113.1176,1997,2,1,1,4695.2216,3
4.635,3,0.14086247,126.4994,2004,2,2,1,1670.4922,3
6.465,3,0.208397715,265.2884,1998,3,3,2,264.9884,3
12.6,3,0.039751236,176.9028,1985,2,1,2,708.4112,1
6.61,2,0.07048184085069421,186.4898,2002,3,2,1,2993.4368,3
12.6,2,0.127416049,167.4816,1985,3,3,3,1006.6896,3
9.1,3,0.291438755,126.8362,1998,3,3,2,125.8362,3
5.15,2,0.06112617,122.5388,1987,1,3,1,371.5164,3
12.6,2,0.056328717,63.9168,1985,3,3,3,1597.92,3
18.0,3,0.03901099,147.7418,1997,2,1,1,4119.9704,3
10.1,1,0.09386236199999999,115.9492,1998,3,3,2,231.6984,2
12.6,3,0.015485016,185.6266,1985,3,3,3,4979.5182,3
12.6,2,0.033276066,153.8314,1985,3,3,3,3723.1536,3
8.21,3,0.010781158,149.9392,1999,3,1,1,1938.8096,1
7.81,3,0.067730081,242.6486,2009,3,3,4,2199.1374,1
12.15,3,0.018410515,252.1698,1997,2,1,1,2283.0282,3
19.35,2,0.083079826,80.3644,1998,3,3,2,157.1288,3
15.6,2,0.17624403800000002,173.6764,1998,3,3,2,515.3292,3
7.365,3,0.16021655199999998,93.512,1999,3,1,1,1677.816,3
9.5,2,0.04867632400000001,187.7898,2004,2,2,1,2057.9878,3
12.6,3,0.070103425,179.4344,1985,3,3,3,5888.3352,1
5.73,3,0.045556680999999995,85.3882,2009,3,3,4,1288.323,1
15.1,3,0.076193763,89.78299999999999,1999,3,1,1,2247.075,3
6.765,2,0.08718748800000001,105.5306,1987,1,3,1,1567.9589999999998,3
14.85,2,0.035311852000000005,160.9578,1999,3,1,1,4813.734,3
6.11,2,0.103080901,131.2968,1999,3,1,1,1957.4520000000002,3
20.1,3,0.075049323,110.4228,2007,3,2,1,1105.228,3
5.73,3,0.045463870999999996,85.2882,2002,3,2,1,2061.3168,1
12.6,3,0.015944801,249.5092,1985,3,3,3,6474.2392,3
6.785,2,0.022974812,208.7928,1997,2,1,1,5890.9984,3
8.645,3,0.021629781,51.9982,2002,3,2,1,999.3658,3
12.6,3,0.032516546,188.8214,1985,2,1,2,753.6856,3
15.6,3,0.08103643599999999,112.3544,1987,1,3,1,2572.6512,3
7.76,3,0.059472609,98.77,2002,3,2,1,1298.31,3
9.195,2,0.047081397999999997,51.1666,1987,1,3,1,1179.1318,3
9.8,3,0.047260402,102.8016,1999,3,1,1,1922.8304,3
18.25,3,0.148673586,197.2452,1998,3,3,2,195.7452,3
21.25,3,0.15601263099999998,177.33700000000002,2009,3,3,4,2822.992,3
7.235,1,0.077011493,117.3492,2002,3,2,1,1506.0396,2
20.25,2,0.07614605,197.0794,2004,2,2,1,4681.9056,3
12.6,3,0.135836915,93.8094,1985,3,3,3,3237.1196,3
12.6,1,0.030062224,154.3656,1985,3,3,3,2471.4496,2
18.0,3,0.008575615,80.2618,2009,3,3,4,644.4944,3
7.02,3,0.081096635,148.4734,1987,1,3,1,3563.3616,3
15.1,2,0.100060762,144.0786,2002,3,2,1,2600.6148,3
8.68,3,0.008834023,100.0384,2004,2,2,1,2266.3832,3
21.2,2,0.007069661999999999,175.7738,2009,3,3,4,1911.5118,3
16.6,1,0.046161923,176.6344,1998,3,3,2,356.8688,2
12.15,1,0.079592733,37.3506,2002,3,2,1,645.1602,2
16.25,3,0.025776993999999998,169.9474,1999,3,1,1,2863.6058,3
