Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDI28,14.3,0.026321701,Frozen Foods,77.6302,OUT046,1997,950.7624,16,0.9296326072947262,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO24,11.1,0.176215665,Baking Goods,158.8604,OUT046,1997,2693.8268,16,1.1521149861480884,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.136008489,Fruits and Vegetables,171.7106,OUT045,2002,1711.106,11,1.0303437696271291,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU27,18.6,0.17174348,Meat,48.8376,OUT049,1999,1294.3152,14,1.038817064213141,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDS09,8.895,0.08154715,Snack Foods,49.8008,OUT017,2007,759.012,6,0.9275067617631301,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE13,6.28,0.027570939,Soft Drinks,86.6198,OUT027,1985,2529.3742,28,0.8704928782562926,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV15,10.3,0.14676789699999998,Meat,102.3648,OUT018,2009,1557.9720000000002,4,0.9260469325526678,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDH26,19.25,0.03467086,Canned,141.8496,OUT013,1987,2399.5432,26,0.9215223937809652,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.09619424,Snack Foods,210.8612,OUT035,2004,1254.3672,9,0.8745633938800945,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ26,15.3,0.08511049,Canned,215.7218,OUT018,2009,1923.4962,4,0.9630054037338044,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDD26,8.71,0.1263349,Canned,184.0924,OUT019,1985,555.2772,28,1.5113318054122198,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCI55,18.599999999999998,0.012592289,Household,123.3414,OUT027,1985,4751.8146,28,0.9942316916257313,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDA35,14.849999999999998,0.05357685,Baking Goods,122.2072,OUT027,1985,3552.7088,28,0.9942317113344056,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDN21,18.6,0.077168705,Snack Foods,160.6236,OUT018,2009,1611.236,4,1.0289410356357982,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.032597778,Others,163.621,OUT010,1998,815.605,15,1.464116675883296,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDD09,13.5,0.021583971,Fruits and Vegetables,179.5976,OUT018,2009,2173.1712,4,1.040841181651238,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI24,10.3,0.078903499,Baking Goods,177.637,OUT045,2002,4234.488,11,0.9241603428844355,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCN41,17.0,0.091411749,Health and Hygiene,121.37299999999999,OUT019,1985,369.519,28,1.531537195531632,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NCT53,5.3999999999999995,0.084245356,Health and Hygiene,164.6526,OUT019,1985,657.8104,28,1.8561353498797264,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDQ47,7.155,0.28150951399999996,Breads,33.8874,OUT010,1998,35.2874,15,1.4641166699341714,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCD42,16.5,0.012689327,Health and Hygiene,39.7506,OUT018,2009,227.7036,4,1.0312101593701044,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDI21,5.59,0.094741514,Snack Foods,63.1168,OUT010,1998,191.7504,15,1.5560143996533664,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDS48,15.15,0.046496777,Baking Goods,149.6708,OUT010,1998,300.9416,15,1.7752445339772713,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDW50,13.1,0.07600554799999999,Dairy,166.1158,OUT017,2007,1169.8106,6,0.9275067612680177,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDO37,8.06,0.0,Breakfast,232.7326,OUT018,2009,3696.5216,4,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDS04,10.195,0.0,Frozen Foods,139.5838,OUT018,2009,4495.4816,4,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP38,10.1,0.053732324000000005,Canned,49.8008,OUT010,1998,303.6048,15,1.4641166750191463,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCF06,6.235,0.033807904,Household,258.9962,OUT010,1998,258.9962,15,1.5560143912307045,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDR35,12.5,0.020782036,Breads,198.3742,OUT018,2009,2587.9646,4,1.0031395178778255,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDB04,11.35,0.06317369099999999,Dairy,86.1856,OUT013,1987,1494.0552,26,0.8740008691989043,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK16,9.065,0.115563679,Frozen Foods,96.0094,OUT045,2002,1713.7692,11,1.029861155056604,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDM57,11.65,0.07627820099999999,Snack Foods,85.1908,OUT017,2007,671.1264,6,0.9275067677861314,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDF45,18.2,0.012223686999999999,Fruits and Vegetables,57.1904,OUT049,1999,1640.5312,14,1.000623011009775,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH04,6.115,0.011419301000000001,Frozen Foods,91.0488,OUT018,2009,1629.8784,4,0.8782920778958317,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL25,6.92,0.131458247,Breakfast,90.5804,OUT018,2009,183.7608,4,1.0031395382080255,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK40,7.035,0.021883367999999997,Frozen Foods,263.791,OUT049,1999,4996.829000000001,14,1.2861916130421827,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV46,18.2,0.012607876,Snack Foods,139.81799999999998,OUT046,1997,1398.18,16,1.0278323453737608,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDU31,10.5,0.025041737999999997,Fruits and Vegetables,218.7508,OUT045,2002,3255.762,11,0.8765027561945882,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCQ53,17.6,0.018934719,Health and Hygiene,237.75900000000001,OUT049,1999,3545.385,14,1.0006230602608024,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDD09,13.5,0.021392306,Fruits and Vegetables,182.0976,OUT027,1985,6157.3184,28,1.0315985439048665,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDY19,19.75,0.041448824,Fruits and Vegetables,116.5466,OUT045,2002,2828.3184,11,0.931517923317876,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDI33,16.5,0.028395167000000002,Snack Foods,91.7146,OUT013,1987,2462.7942,26,0.9982383411679012,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG08,13.15,0.165221717,Fruits and Vegetables,172.0764,OUT013,1987,4466.1864,26,1.0274027417154414,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE39,7.89,0.036127671,Dairy,117.4782,OUT035,2004,2026.0294,9,0.9221155141077753,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDH53,20.5,0.019277945,Frozen Foods,82.8592,OUT018,2009,1733.7432,4,1.1772961472744399,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDB09,16.25,0.057629899000000005,Fruits and Vegetables,123.9046,OUT018,2009,1120.5414,4,0.8667048543061442,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI22,12.6,0.09621243199999999,Snack Foods,207.2612,OUT046,1997,4390.2852,16,0.8747287889937879,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX24,8.355000000000002,0.024387983999999998,Baking Goods,92.4462,OUT019,1985,185.0924,28,1.8577069294006918,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDE09,8.775,0.021647195,Fruits and Vegetables,109.5228,OUT045,2002,994.7052,11,0.960665583167661,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDJ57,7.42,0.021573645,Seafood,184.6582,OUT046,1997,5015.4714,16,1.032925113564262,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRC49,8.67,0.065424208,Soft Drinks,145.8128,OUT035,2004,2444.8176,9,0.9221155282789699,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDU19,8.77,0.046866331,Fruits and Vegetables,170.5422,OUT045,2002,1551.9798,11,1.14382173247102,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU43,19.35,0.0,Fruits and Vegetables,238.6564,OUT013,1987,3575.3459999999995,26,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA50,16.25,0.087102593,Dairy,96.041,OUT013,1987,868.8689999999999,26,0.8740008681389854,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCM29,11.5,0.01774202,Health and Hygiene,129.6626,OUT017,2007,1836.2764,6,0.9348909640540631,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDQ13,11.1,0.010632751999999999,Canned,82.5908,OUT013,1987,1510.0344,26,0.9215223962456146,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDB26,14.0,0.031116081,Canned,55.263999999999996,OUT027,1985,1544.656,28,0.9942316993972758,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDI21,5.59,0.05671761,Snack Foods,62.9168,OUT045,2002,1406.1696,11,0.9315179180472435,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDV25,5.905,0.079931185,Canned,219.7456,OUT019,1985,884.1824,28,1.799601774497068,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ23,6.55,0.024505417999999998,Breads,102.9332,OUT013,1987,1845.5976,26,0.9215223986458078,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ41,6.85,0.03830192,Frozen Foods,261.2594,OUT010,1998,1046.6376,15,1.4641166682095188,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCO42,21.25,0.024693927,Household,144.1102,OUT049,1999,1749.7224,14,0.9237238182557729,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDQ13,11.099999999999998,0.010590075,Canned,84.6908,OUT027,1985,3691.1952,28,0.9178236537841546,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDU47,12.8,0.190569038,Breads,138.7838,OUT010,1998,280.9676,15,1.7434388196983117,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDW57,8.31,0.0,Snack Foods,177.4028,OUT046,1997,3896.2616,16,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRN47,12.1,0.016826748,Hard Drinks,179.166,OUT046,1997,3056.022,16,0.9587647875102511,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDW28,18.25,0.088394115,Frozen Foods,194.7452,OUT027,1985,5872.356,28,1.0316974321422718,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCN42,20.25,0.0,Household,145.6418,OUT013,1987,3384.2614,26,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDR60,14.299999999999999,0.12978357699999998,Baking Goods,78.2328,OUT027,1985,1004.0264,28,0.9942317094220576,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDO09,13.5,0.0,Snack Foods,262.89099999999996,OUT019,1985,788.9730000000001,28,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDX45,16.75,0.0,Snack Foods,156.16299999999998,OUT046,1997,2816.3340000000003,16,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH27,7.075,0.058465268,Dairy,145.3128,OUT045,2002,1869.5664,11,0.8765027643344743,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO08,11.1,0.053765212,Fruits and Vegetables,163.1526,OUT035,2004,1808.9786,9,0.9587715264379096,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDG10,6.63,0.01098386,Snack Foods,55.4588,OUT018,2009,343.5528,4,0.8782920609565807,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ40,8.935,0.040245222000000004,Frozen Foods,54.9298,OUT049,1999,1348.245,14,0.8760887614930477,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ27,7.935,0.017253305,Dairy,51.435,OUT017,2007,499.35,6,1.1303110265391978,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ46,7.485,0.069231189,Snack Foods,112.1228,OUT049,1999,1215.7508,14,1.0006230354061032,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI46,9.5,0.074648119,Snack Foods,253.3724,OUT018,2009,755.0172,4,1.003816519938983,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCW53,18.35,0.030542489,Health and Hygiene,193.1162,OUT049,1999,2693.8268,14,0.9237238314614187,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDY52,6.365,0.007359711,Frozen Foods,60.1536,OUT049,1999,490.0288,14,1.0624718266087607,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDU07,11.1,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,4231.8248,14,0.9237238377420652,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCQ05,11.395,0.0,Health and Hygiene,149.2708,OUT017,2007,2407.5328,6,0.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDT16,9.895,0.048860587000000004,Frozen Foods,260.2278,OUT018,2009,4165.2448,4,1.0409182599108389,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCJ17,7.68,0.153419412,Health and Hygiene,86.4224,OUT017,2007,511.3344,6,0.8796766131243097,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCY29,13.65,0.077219509,Health and Hygiene,56.493,OUT035,2004,509.337,9,0.8745633908177621,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
NCQ18,15.75,0.13504726,Household,98.57,OUT035,2004,2496.75,9,0.929456819988614,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDS02,10.195,0.146094132,Dairy,196.1794,OUT049,1999,2926.191,14,1.1617333940094297,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCK31,10.895,0.027157955,Others,50.2666,OUT018,2009,820.2656,4,0.8782920564273344,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDH60,19.7,0.080346058,Baking Goods,195.71099999999998,OUT027,1985,5499.508000000001,28,1.1549607713816414,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDO19,17.7,0.016596645,Fruits and Vegetables,48.3034,OUT046,1997,777.6544,16,1.0373937420969117,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRF37,17.25,0.084316691,Soft Drinks,263.39099999999996,OUT035,2004,6311.784000000001,9,1.284476446569729,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDN21,18.6,0.07679167099999999,Snack Foods,161.0236,OUT013,1987,3705.8428,26,1.0239137936413922,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDM14,13.8,0.01326146,Canned,108.0254,OUT035,2004,759.6778,9,0.9988808267894448,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO08,11.1,0.0,Fruits and Vegetables,165.5526,OUT018,2009,1973.4312,4,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDS27,10.195,0.012528611,Meat,195.111,OUT017,2007,3731.809,6,0.9275067557073161,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRM59,5.88,0.003597678,Hard Drinks,153.8998,OUT049,1999,2922.1962,14,0.9237238812895737,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NCO29,11.15,0.032438645,Health and Hygiene,163.0526,OUT017,2007,2302.3364,6,0.9275067563632861,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDC32,18.349999999999998,0.173527068,Fruits and Vegetables,92.0462,OUT019,1985,277.6386,28,1.5315372023882916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRA12,11.6,0.041112694,Soft Drinks,142.0154,OUT018,2009,850.8924,4,1.1767398814300212,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDI14,14.099999999999998,0.089243504,Canned,139.2496,OUT027,1985,1976.0944,28,0.9942317064416313,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRG51,12.1,0.011539622,Dairy,163.5526,OUT046,1997,2302.3364,16,0.9296326404872787,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDR33,7.3100000000000005,0.04690397,Snack Foods,110.65700000000001,OUT019,1985,659.1419999999999,28,1.5315371951420187,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDS23,4.635,0.141686037,Breads,126.9994,OUT017,2007,1798.9916,6,0.9275067623473835,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,0.052051256,Household,142.247,OUT045,2002,2004.058,11,1.1735591178033504,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
DRN37,9.6,0.09627919,Soft Drinks,167.3158,OUT035,2004,1838.2738,9,1.0596377834388728,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDX57,17.25,0.047533568,Snack Foods,96.9068,OUT017,2007,1458.102,6,1.0424819508044376,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCC42,15.0,0.04499948,Health and Hygiene,140.4838,OUT045,2002,1685.8056,11,0.9315179318756505,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDS47,16.75,0.12888573,Breads,87.6856,OUT046,1997,1494.0552,16,1.0598913517889987,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRK35,8.365,0.12025630300000001,Hard Drinks,39.2506,OUT010,1998,75.9012,15,1.4641166674608805,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRF37,17.25,0.0,Soft Drinks,261.291,OUT019,1985,788.9730000000001,28,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRI23,18.85,0.137755834,Hard Drinks,161.8578,OUT018,2009,3530.0716,4,1.1462619237863128,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDB28,6.615,0.093913607,Dairy,198.7426,OUT017,2007,1186.4556,6,0.9348909855713897,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDU50,5.75,0.07528708099999999,Dairy,115.3176,OUT049,1999,572.5880000000001,14,1.1440823155452282,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD22,10.0,0.100055625,Snack Foods,113.3544,OUT018,2009,3467.4864,4,0.9334195364594117,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDG04,13.1,0.006061565,Frozen Foods,188.9898,OUT035,2004,4303.0654,9,0.9221154425073901,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDM08,10.1,0.053667516,Fruits and Vegetables,223.0088,OUT049,1999,671.1264,14,1.038230076591471,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI28,14.299999999999999,0.026194237000000002,Frozen Foods,79.0302,OUT027,1985,1901.5248,28,0.925130820322212,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDM57,11.65,0.07600299099999999,Snack Foods,83.4908,OUT045,2002,503.3448,11,0.9241603446374992,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCS17,18.599999999999998,0.080111611,Health and Hygiene,94.6436,OUT027,1985,4065.3748,28,0.9942317089117004,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDX44,9.3,0.043141572,Fruits and Vegetables,90.4172,OUT018,2009,1249.0408,4,0.9260469351167128,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRE03,19.6,0.024276035,Dairy,45.3718,OUT045,2002,614.5334,11,0.9315179265332102,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDT46,11.35,0.03093263,Snack Foods,51.5008,OUT018,2009,607.2096,4,1.064411224347694,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW60,5.44,0.017096552,Baking Goods,178.137,OUT045,2002,3175.866,11,1.0010959160670598,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE44,14.65,0.172357491,Fruits and Vegetables,50.8692,OUT017,2007,788.3072,6,1.033646187596074,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT24,12.35,0.185824165,Baking Goods,78.5328,OUT035,2004,695.0952,9,1.1707256029553055,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO20,12.85,0.152988295,Fruits and Vegetables,253.7382,OUT017,2007,2271.0438,6,1.0425818846377553,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV47,17.1,0.0,Breads,85.5566,OUT049,1999,1860.2452,14,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ26,11.6,0.143897558,Dairy,240.6222,OUT013,1987,2868.2664,26,0.8740008662060432,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK48,7.445,0.037845086,Baking Goods,75.5354,OUT017,2007,1956.1204,6,1.178185106830452,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX32,15.099999999999998,0.1748389,Fruits and Vegetables,142.8786,OUT019,1985,433.4358,28,1.794233985720053,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDE56,17.25,0.278730642,Fruits and Vegetables,63.2194,OUT019,1985,247.6776,28,1.6148105901776428,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRJ01,6.135,0.11550099900000001,Soft Drinks,161.1236,OUT018,2009,644.4944,4,0.9334195300276817,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDC53,8.68,0.01478914,Frozen Foods,97.7384,OUT010,1998,98.5384,15,1.4641166561151409,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCN07,18.5,0.033938279,Others,132.5284,OUT035,2004,1318.2839999999999,9,0.8745633828841648,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDI28,14.3,0.026299797000000003,Frozen Foods,79.4302,OUT013,1987,1743.0644,26,0.9288589995164834,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCO55,12.799999999999999,0.159394437,Others,105.6938,OUT019,1985,214.3876,28,1.5315372017426938,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDP46,15.35,0.0,Snack Foods,88.28299999999999,OUT046,1997,1797.66,16,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX26,17.7,0.0,Dairy,182.5292,OUT013,1987,2736.438,26,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD56,15.2,0.10377827,Fruits and Vegetables,175.6054,OUT046,1997,2451.4756,16,0.8747287876220589,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP12,9.8,0.045522854,Baking Goods,35.0874,OUT017,2007,352.874,6,1.0047208989922631,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT40,5.985,0.09533143300000001,Frozen Foods,125.5678,OUT027,1985,2543.356,28,1.0225960985157398,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDV57,15.25,0.0,Snack Foods,179.766,OUT018,2009,3056.022,4,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ09,17.6,0.105472205,Snack Foods,165.6868,OUT017,2007,3111.9492,6,0.9348909861631491,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDA07,7.55,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,2082.6224,9,0.8745634048316212,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDV36,18.7,0.026174636,Baking Goods,127.102,OUT027,1985,3415.554,28,0.953860372345039,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDQ01,19.7,0.160671255,Canned,254.7014,OUT035,2004,3570.0196,9,0.9988808333928376,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW46,13.0,0.070243155,Snack Foods,65.7484,OUT013,1987,391.4904,26,0.9215224119487028,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW19,12.349999999999998,0.038313981000000004,Fruits and Vegetables,109.95700000000001,OUT027,1985,4504.137,28,0.8704928751551924,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
